C0_CD4_FOXP3_nam,C0_CD4_FOXP3_pva,C0_CD4_FOXP3_log,C1_CD8_HAVCR2_nam,C1_CD8_HAVCR2_pva,C1_CD8_HAVCR2_log,C2_CD8_GZMK_nam,C2_CD8_GZMK_pva,C2_CD8_GZMK_log,C4_CD4_CCR7_nam,C4_CD4_CCR7_pva,C4_CD4_CCR7_log,C5_CD8_GZMK_nam,C5_CD8_GZMK_pva,C5_CD8_GZMK_log,C6_CD8_ZNF683_nam,C6_CD8_ZNF683_pva,C6_CD8_ZNF683_log,C7_CD8_ZNF683_nam,C7_CD8_ZNF683_pva,C7_CD8_ZNF683_log,C8_CD4_CXCL13_nam,C8_CD4_CXCL13_pva,C8_CD4_CXCL13_log,C9_CD4_EZH2_nam,C9_CD4_EZH2_pva,C9_CD4_EZH2_log
CYB5D2,0.84442664,-0.048489183,ABHD18,0.66669763,-0.3611999,RANBP10,0.849632248,-1.5912137,RABL2A,0.850091971,-0.6517126,CEP164,0.574662222,-0.81533647,RNF121,0.937150181,-0.10342559,FAM114A1,0.942868914,-0.6629917,ANLN,0.723619766,2.3235364,ZNF527,0.490461115,1.5425421
MRGBP,0.844378524,-0.2233587,ATP6V1C1,0.666512578,-0.19805087,ANKDD1A,0.849632248,-1.669617,GPRC5C,0.850091971,-1.9388984,SF3B3,0.57428233,-0.19500294,SLC25A12,0.937112557,-0.11582117,DBF4B,0.942868914,-0.58158195,SAP130,0.723870696,0.8077739,DNAJC18,0.490513772,1.4328995
ZNF248,0.84416201,-0.33840865,ITCH,0.666450898,-0.23907399,ZFP28,0.849602479,-1.6999995,SLC9A8,0.850059991,-0.62474597,DMTF1,0.574266504,-0.3364672,S100A1,0.937074933,-0.17334867,EPDR1,0.942791423,-0.6729069,GINS3,0.723954346,2.0873375,DYNC2LI1,0.490935137,1.0573889
PRMT3,0.844113897,-0.05476296,ERLIN1,0.666204203,-1.0373521,PABPC3,0.849587595,-0.61746925,ALDH7A1,0.849964053,-2.0760255,ZNF821,0.574203201,-1.2819653,MTHFSD,0.937074933,-0.18158516,SNRNP35,0.942752678,-0.1168683,SSX2IP,0.724100742,1.1833187,ZNF684,0.490935137,1.0084642
ZNF44,0.844113897,-0.0753406,NPC1,0.666117868,-0.40954378,ALOX5,0.849542943,-1.7248161,SPIDR,0.849964053,-0.340802,CRKL,0.574171551,-0.7487965,LZTR1,0.936999685,-0.20567474,EXD2,0.942752678,-0.67769885,FEM1A,0.724121657,0.07497342,ADARB1,0.490935137,0.414929
ALDH16A1,0.844101869,-0.07070666,MRPS27,0.665969875,-0.3468881,TJP1,0.849483408,-1.8065395,MBLAC2,0.849932074,-2.2151773,KIF22,0.574124077,-0.35944223,UTP15,0.936999685,-0.10659216,CES2,0.942675188,-0.19642824,TCF12,0.724142571,0.1377501,ANXA2R,0.490961479,-0.36283576
MLLT1,0.844065785,-0.2891128,CACUL1,0.665932879,-0.111997746,GNB4,0.849483408,-1.7119182,NCK1,0.849916085,-0.005721075,KDM2B,0.574076605,-0.88598996,HYLS1,0.936886815,-0.18874659,ALG10B,0.942558954,-0.9403828,SIRT5,0.724205317,0.39392114,SLC35F5,0.491488474,0.55760825
ZBTB10,0.843765098,-0.17123207,TIMM22,0.665895884,-0.08099132,ZNF30,0.849483408,-1.7722697,GNB1L,0.849868117,-0.19001289,PDHX,0.57399749,-1.9635271,RBM43,0.936736323,-0.19845696,ABHD15,0.942539582,-0.12663664,THBD,0.724247148,1.8732188,PPP1R3E,0.491752086,0.43720287
DALRD3,0.843584697,0.038460355,CHFR,0.66572325,-0.12048834,PRPF8,0.84945364,0.004214582,PORCN,0.849804161,-0.6083168,ATG16L1,0.573791813,-0.5368571,ARSD,0.936736323,-0.21525675,PPP1R13B,0.942481466,-1.1888148,CCDC28B,0.724330813,0.3483776,FAM122C,0.491857551,0.3676109
CDK16,0.843548618,0.01688403,SDHAF1,0.665587622,-0.1084476,ST7,0.84945364,-1.8226341,CLN5,0.849644275,-0.13913332,TRUB2,0.573696897,-0.7551678,THBS1,0.9366987,-0.1706529,TJP2,0.942481466,-0.83942795,CHRNE,0.724330813,2.0127287,INO80C,0.492411446,0.32476762
FASTK,0.843440382,-0.003256711,FAM76A,0.665525976,-0.2974157,SMIM1,0.849438757,-0.61939985,SLC25A25,0.849612298,-0.3873819,MRPL44,0.573681078,-0.45544404,NPAT,0.936623455,-0.011869191,PPP2R3B,0.942442722,-1.0050553,SNX22,0.724456316,1.877016,ZZEF1,0.493229711,-0.020251157
SASS6,0.84341633,-0.046624538,AGO1,0.665427348,-0.35887384,MSRB3,0.849394106,-1.9393966,HUS1,0.8492286,-0.060785398,POLR3H,0.57366526,-1.3706726,THAP3,0.936585833,-0.19065428,SNX21,0.942442722,-1.1645213,STAP1,0.72453999,1.4568697,RNF38,0.493361757,0.33360022
ZYG11B,0.843272021,-0.21157046,MCCC1,0.66535338,-0.51236194,TMEM14C,0.849394106,-0.026466107,WDR75,0.849164654,-0.38578284,ERCC6L2,0.573522904,-1.0547842,PRRC2B,0.936416535,-0.072166316,IFT172,0.942403978,-0.994819,EAF2,0.724560908,0.93685454,GANC,0.493361757,1.4760256
VMA21,0.843187843,0.048300143,HAUS5,0.665341052,-1.0388454,RAC3,0.84936434,-1.917389,IWS1,0.849052751,0.006480162,MBTPS1,0.573238242,-0.44581273,UBE2H,0.936378913,-0.048080135,TNFRSF13B,0.942365234,-1.1862429,SKI,0.724581827,-0.10930196,NR2F2,0.493520238,1.6286292
TIMM13,0.843163792,0.03832882,ATXN7L1,0.665291743,-0.6231004,TNS2,0.84936434,-1.9187492,NME6,0.848685089,-0.098106526,SPRYD3,0.573048504,-0.68802,RMI1,0.936360102,-0.1294913,ZNF467,0.942365234,-1.1775386,ARL5B,0.724623666,0.11256616,RBAK-RBAKDN,0.493625907,0.6195786
CAAP1,0.843103667,-0.096122205,LTBP4,0.665279416,-0.13450904,MRM1,0.849334573,-1.9573883,TMEM126B,0.848509263,-0.023446506,BTG2,0.572953646,-0.07277403,UBE2I,0.936360102,-0.012396534,ZNF805,0.942287747,-1.2780862,ZNF445,0.724665506,0.013364086,ERMARD,0.493731588,0.9521628
ALDOC,0.843043542,-0.09732438,MADD,0.665168476,-0.63846886,ZNF337,0.849260158,-0.64139694,ERI1,0.848429344,-0.12095692,ASPM,0.572874604,-25.148806,KMT5A,0.93628486,-0.22133881,POLR1E,0.942287747,-0.08274249,AFAP1,0.724665506,0.94236094,MOCS3,0.493731588,1.2051709
HARS2,0.843031517,-0.13684022,CYTH4,0.665156149,0.01992357,EID3,0.849155979,-0.4003859,PTEN,0.848397377,-0.013444538,GALE,0.572874604,-25.238846,ZNF347,0.936209618,-0.41296914,TMEM150A,0.942287747,-0.002481175,SORD,0.724686426,0.8474636,PTGR1,0.493784433,0.93459713
MAP4K1,0.842911271,0.01801702,TBL3,0.665020567,-0.3919605,PMEPA1,0.84903692,-0.5228803,CSF3R,0.848237545,-0.75587916,RANBP6,0.572874604,-25.349987,NPL,0.936209618,-0.32621917,GMPR,0.942287747,-1.1971347,SKIL,0.724937482,-0.19349387,ZNF100,0.493784433,1.4897583
PTER,0.842899247,-0.11588565,CCL18,0.664786404,-1.2128754,NUDT7,0.848932746,-0.7236867,EDC3,0.848221563,-0.44021034,SVIL,0.572874604,-25.351282,DDX60L,0.936190808,0.009205237,RNASEL,0.942287747,-0.5787371,ALDH5A1,0.725021174,1.1835597,ZNF780A,0.494048704,0.15732081
MAD2L1BP,0.842887222,-0.015038664,IFI27L1,0.664441382,-0.2956837,PDK3,0.848858338,-0.23044734,MLH3,0.84820558,-0.13413438,CEBPD,0.572669118,-0.44923988,RNF144A,0.936171998,-0.43326724,CTNNBL1,0.942035917,-0.10700335,KDM4B,0.725083945,0.24678873,PPP1R3B,0.494365928,0.45967883
FAXDC2,0.842839125,-0.81060207,SPIN1,0.66440442,-0.6050309,MYO9A,0.848635122,-0.23727866,TMEM53,0.84814165,-0.83710593,PREPL,0.572637508,-0.5715361,OSGIN2,0.936134377,-0.23853536,ZFYVE16,0.941861577,-0.20084754,FHIT,0.725251344,0.6645393,KDM3A,0.494577472,0.105964065
TCF21,0.842791029,-0.6714533,MROH1,0.664379779,-0.6895418,CNOT11,0.848530959,-0.07788571,SELENBP1,0.84807772,-1.0099639,ARMC6,0.572210853,-1.4716369,DGKQ,0.936134377,-0.31066373,KSR1,0.941822836,-0.35585785,FLNB,0.725335049,0.8441863,SCAI,0.494683262,-0.22569689
ACIN1,0.842694837,-0.000502064,SLC35C1,0.664342818,-0.6044902,PBDC1,0.848471438,0.003929956,CCDC117,0.848061738,-0.054288093,SCAI,0.572147658,-1.1189988,FUZ,0.936096757,-0.25591603,ZNF589,0.941784094,-0.36798075,TRIO,0.725397829,0.954867,THY1,0.494868423,0.84438825
POLA1,0.84267079,-0.79874325,SH3TC1,0.664096431,-1.559406,HAUS5,0.848411918,-0.16243044,SPSB1,0.847933883,-0.48658437,PUM3,0.572116061,-0.40725684,CBWD1,0.936040326,0.01218498,OMA1,0.941648499,-0.08367928,PPP2R5B,0.725460612,0.7100722,FAM120B,0.495027163,0.8424383
NPW,0.842574601,-0.39438742,E4F1,0.663887032,-0.6938167,TMEM192,0.848352399,-0.22209829,DHX34,0.847917901,-0.9050301,THADA,0.572100264,-0.789022,FMOD,0.935983896,-0.42304254,PGBD4,0.941474165,-0.52244204,BCAT2,0.725502467,0.28336847,KLHL42,0.495080082,0.6172645
TRMT61B,0.842562578,-0.13269256,CTPS1,0.663887032,-0.5563528,LEAP2,0.848292881,-0.18008065,FLAD1,0.84790192,-0.01554183,PLEC,0.572052871,-0.2608194,LZTS2,0.935927467,-0.36456314,FXN,0.941416054,-0.005926136,CATSPER2,0.72562804,0.73181754,HDAC4,0.495238857,0.87247473
WDHD1,0.842478415,-0.7709572,FAM168B,0.6637885,-0.3137348,CAMSAP1,0.848278002,-0.8831208,OPN3,0.847885938,-1.0034319,TUBD1,0.571752762,-1.1289849,GJA1,0.935908657,-0.41841865,PKD2,0.941319204,-0.58068293,VWA8,0.726046669,0.5784036,APOL1,0.495530017,-0.06017873
SLC35F5,0.842454369,-0.2100954,SLC40A1,0.663603768,-0.49916524,NDUFA4L2,0.848248243,-0.9103099,CHORDC1,0.847853976,0.020589372,MDC1,0.571673799,-2.259033,JRKL,0.935908657,-0.40918475,MCAM,0.941280464,-0.6018015,ATP6V0A2,0.726067602,0.011901227,AFAP1L2,0.495635915,1.5722834
FNTB,0.842382231,-1.0245694,BNIP3,0.663566824,-0.014037787,SURF6,0.848248243,-0.1474923,PIK3R3,0.847694166,-1.0589296,EPHX2,0.571642215,-2.3105886,NUAK2,0.935871037,-0.53228253,HAS1,0.941202984,-0.5436043,PPP2R5D,0.726067602,0.31809616,C11orf80,0.495900715,1.5177202
TXNDC16,0.84228605,-1.0495893,NOL10,0.663480625,-0.22484657,PGAP2,0.84814409,-0.4099795,RNF207,0.847662204,-1.1213986,MDFIC,0.571579049,-0.4213923,SEC61A2,0.935871037,-0.3780964,PKP4,0.941202984,-0.07366427,RCCD1,0.72610947,0.38749972,TAF4,0.495953684,1.5673069
ZNF770,0.842177849,-0.030128982,MAPK6,0.66343137,-0.29181454,SLC25A36,0.848099453,-0.15503128,SLC2A6,0.847550342,-1.1707878,HMGCL,0.571263272,-0.5908676,CNTROB,0.935871037,-0.26497063,PBRM1,0.941144875,-0.01771151,ABHD10,0.726611947,0.08925974,CD55,0.495953684,-0.66734976
SERPINB8,0.84212976,-0.53312963,PIGG,0.66339443,-0.7101753,CCDC142,0.848099453,-0.3130463,POLR1B,0.847534362,-1.0259739,NCBP1,0.571263272,-2.5703173,RPP40,0.935871037,-0.32319453,ZNF317,0.941067397,-0.10298793,ZSWIM4,0.726842288,0.50168484,ZNF687,0.496218574,1.6967186
IFI30,0.842117738,-1.1579499,HMG20A,0.663271302,-0.44477946,PAOX,0.848099453,-0.8846954,NSRP1,0.847470442,-0.019768806,MEF2D,0.57118434,-1.062271,HAUS6,0.935852228,-0.13273585,GLA,0.941048027,0.16511309,ZMYM1,0.72686323,0.40353897,MTRF1,0.496271562,1.5284728
EPYC,0.842093694,-1.1816375,ARRB1,0.663148184,-2.6722832,ZMAT1,0.847787012,-0.28764144,TMEM79,0.847438482,-1.1972288,RPRD2,0.570947577,-0.3291437,TMC4,0.935833418,-0.5005321,ATP6V0A1,0.940931811,-0.68350863,WRAP73,0.726946997,-0.0839566,GZMH,0.496324552,0.029490335
TASP1,0.842057629,-0.26505858,DIS3,0.663086628,-0.13717118,SRA1,0.847787012,0.05745041,CSRP2,0.847406523,-1.1675191,PRELID3B,0.570837104,-0.14753734,VMO1,0.935795799,-0.645541,ZNF573,0.940893072,-0.28974378,WDR5,0.727198319,0.46827003,NCKAP1,0.496377545,1.7462943
FHL3,0.841973477,-0.09169161,BUB1,0.662975833,-2.594047,ARPC3,0.847787012,-0.005883012,AMPD3,0.847358585,-0.47109252,RNF170,0.570458415,-0.83848774,EPDR1,0.93575818,-0.7682761,GBP7,0.940854334,-0.17370129,PPP3R1,0.727344937,0.3784611,SLC25A51,0.496430541,1.2716638
SDHAF1,0.841961455,-0.03032762,KIFC3,0.6628035,-3.0078397,STK32C,0.847638239,-0.48352578,TIRAP,0.847342605,-1.1980369,ST6GALNAC6,0.570142933,-0.36475536,RSPH3,0.935720561,-0.4845342,AREL1,0.940854334,-0.28840485,ANAPC2,0.727596305,0.22817102,SIK2,0.496430541,1.3411623
UHRF1BP1,0.841877305,-1.3264673,ZNF526,0.662729648,-0.8186741,PPARA,0.847623362,-0.5143149,ACKR1,0.847086944,-1.3929212,SNX12,0.569953683,-1.552802,RWDD2A,0.935682942,-0.7829636,FIG4,0.940699382,-0.061224543,MPHOSPH10,0.727701051,-0.19436227,USP46,0.496589548,0.9100248
ZNF416,0.84182922,-1.301607,FBLN1,0.662668108,-0.38671246,AP4M1,0.847548977,-0.21289559,PEX16,0.847054988,0.0060843,AAMP,0.569906375,-0.030079672,MAPKBP1,0.935682942,-0.8173405,RPH3AL,0.940660644,-0.78424716,LINC00672,0.727889605,0.34169742,RALGAPA2,0.497119766,0.08672755
TRIM23,0.84182922,-0.32875678,MZF1,0.6626558,-0.75100386,SIRT1,0.847429965,-0.5007145,TBC1D24,0.847023032,-1.3235334,ZNF445,0.569748696,-0.87277406,CD276,0.935682942,-0.77711153,NUDC,0.940641275,-0.07268908,ERCC5,0.728015317,-0.08704024,SLC30A7,0.497225845,-0.41663387
SLC35D2,0.841660928,-0.6594763,SVIL,0.662532727,-0.898957,VIPAS39,0.847429965,-0.3314167,UTP14C,0.846911187,-0.57769006,TAF1B,0.569527981,-1.2194248,PHLPP2,0.935607705,-0.8278657,TMEM242,0.9405638,-0.027341358,ACP6,0.728203899,0.27275333,BCR,0.497517627,0.6114361
TOR1B,0.841600826,-0.29015994,NDUFS1,0.662163562,-0.10473419,CLP1,0.847429965,-0.46840525,EXOC1,0.846863254,-0.051617835,IKZF5,0.569401876,-1.9015661,SAMD4A,0.935607705,-0.948245,NSD1,0.940505695,-0.03167347,ZNF675,0.728518239,0.07159132,PIGG,0.497570688,0.5545553
TWF2,0.841492643,0.016392503,ASB6,0.661843686,-0.78860307,ULK4,0.847370461,-0.38204107,FKBP10,0.846863254,-0.2594709,AAR2,0.569244264,-1.1895154,CCDC8,0.935607705,-0.9598286,DUS4L,0.940466958,-0.30241424,HCFC2,0.728727825,0.22170758,UBR3,0.497623752,0.37295294
VWF,0.841468603,-0.59212893,TDRD3,0.661806781,-0.13042493,AKAP1,0.847370461,-0.3367618,ATP6V0A2,0.84657567,-0.12884276,IL18R1,0.569165466,-0.6863392,SPRR2F,0.935570086,-1.0276966,POSTN,0.940466958,-0.37596935,ANKLE2,0.72910513,-0.017819183,TCEA3,0.498074918,1.7996159
CRYZL1,0.841444563,0.012727056,HMGN3,0.66179448,-0.012499415,NSDHL,0.847340709,-0.31497827,SRSF1,0.84649579,0.086072855,FEM1B,0.569118189,-0.90728587,ZNF253,0.935570086,-0.3530165,G0S2,0.940466958,-0.064930014,LRP11,0.729230912,1.9682603,GPR155,0.498393518,-0.14292951
NONO,0.841420523,0.06230621,RBM5,0.661769877,0.04520468,IKBKE,0.847325833,-0.068632804,CD40,0.846479814,-0.43729338,PCK2,0.569086673,-1.2027844,ADTRP,0.935570086,-0.96355623,TMEM254,0.940447589,-0.09359764,RLF,0.729314772,0.02362096,CARM1,0.498765356,1.6784652
PNPLA6,0.841384464,-0.09785646,HELLS,0.66163457,-0.09413569,GDAP2,0.847325833,-0.13557503,PRDM4,0.846352008,-0.3349098,SPHK2,0.569023642,-1.0686824,FAM71D,0.935570086,-0.90408695,USP5,0.940350747,-0.005185776,S100A12,0.729356702,1.8934588,SLC31A1,0.499190494,1.1467198
TBXAS1,0.841288307,-0.18047155,MAPK13,0.661388584,-0.116899855,TMEM87B,0.847281205,-0.11197164,XRCC4,0.846288107,-0.30908185,GPN1,0.569007885,-0.20144007,LMF1,0.93549485,-0.6016079,WDR4,0.940350747,-0.31339842,ZSWIM3,0.729398634,1.9332901,GTPBP2,0.49924365,1.3609338
C3orf33,0.840867648,-0.72504103,ANKHD1,0.66124101,-0.28336143,SRR,0.847221703,-0.45794833,ZNF827,0.846176283,-0.21228272,ARIH1,0.568960615,-0.2724825,RPTOR,0.93549485,-0.61294395,NEK4,0.940157067,-0.42586306,SOBP,0.729398634,1.9728394,TSEN2,0.499349971,1.4044642
RNF103,0.840783522,-0.3816836,TTC5,0.661105746,-0.23323648,XYLT1,0.84707295,-0.74311113,ZBTB44,0.846112384,-0.07672733,TOP2B,0.568897591,-0.18436542,ZNF805,0.93549485,-0.9914961,SLC2A14,0.940157067,-0.36454245,SC5D,0.729440567,-0.103086285,GYS1,0.499349971,1.0607549
GSE1,0.840603257,-0.21779025,AHR,0.661105746,-0.4990906,TTC22,0.84707295,-0.66100097,POC1B,0.846048487,-0.084087156,KAT6B,0.568724292,-0.48257932,SUPT20H,0.935476041,-0.0812215,ZFYVE21,0.940002125,-0.08927008,PDGFA,0.7294825,1.5524423,RARA,0.499403136,0.20037787
PDHA1,0.840555188,0.057404887,DNASE1L1,0.661105746,-1.1828802,BTBD2,0.847058075,-0.3840663,SLC25A43,0.846016539,-0.4135997,CLOCK,0.568614024,-0.8768966,SH3D19,0.935457232,-0.9940524,MSANTD3,0.939924654,-0.4048259,ARHGEF35,0.729650241,1.6857684,CXXC5,0.499775374,0.45310298
PIGB,0.84050712,-0.32636133,AKAP17A,0.660909017,-0.0780156,AKAP11,0.846998576,-0.15651797,BTN2A1,0.845984591,-0.15354146,MIB1,0.568614024,-1.8387644,ARMCX2,0.935419614,-1.0933846,TRAF4,0.93980845,-0.04187084,REEP4,0.729734117,-0.056044333,ETV3,0.500307397,0.3372739
HDAC8,0.840447035,-0.1504578,TFB2M,0.660872133,-0.47903317,CACNA2D4,0.846953952,-0.5697833,ACAD10,0.845872774,-0.61039364,RFFL,0.568299028,-0.5198659,LCMT2,0.935419614,-1.0103106,POLI,0.939769716,-0.2620451,RNF144A,0.729776056,1.1108766,SLC12A6,0.500307397,0.198237
GOLGA3,0.840338885,-0.066963,PLXND1,0.660749193,-0.6001988,MCUR1,0.846953952,-0.114764795,INTS9,0.845744988,-0.615154,SPNS3,0.568267534,-0.46864706,EXD2,0.935419614,-1.1477599,CHCHD6,0.939614779,-0.11828357,FZD3,0.729859936,1.1273555,OTUD7B,0.500573522,0.6991712
HCLS1,0.84007453,0.000420908,ATXN7L3B,0.660638554,-0.18795887,PARVB,0.846939078,-0.099320956,WDR18,0.845713042,0.028044205,STK40,0.568141562,-1.2444878,NR2F1,0.935419614,-1.0107564,DBT,0.939556679,-0.1724769,LYSMD3,0.729859936,0.2348585,EVA1C,0.500679993,0.027917383
FNIP2,0.840014452,-0.31992447,SETD5,0.66042959,-0.037242826,HPS5,0.846924203,-0.26156917,AGK,0.845681097,-0.17081393,CASC3,0.567968373,-0.43678537,SYNGR3,0.935419614,-0.9642803,FCGBP,0.939459845,-0.5711313,ZFAND4,0.729859936,1.0559747,ADCY7,0.500733233,-0.21128517
EFR3A,0.839978405,0.001317303,MDM2,0.660306682,-0.083900005,CENPO,0.846834958,-22.6957,ZNF699,0.845457484,-0.785594,MCCC2,0.56788966,-1.2882339,GPAT3,0.935419614,-0.6350538,UROS,0.939440479,0.00845656,SCRG1,0.729943819,1.0048888,PIM2,0.500813098,-0.44539443
C1orf159,0.839918329,-0.5167538,BLOC1S5,0.660282101,-0.57838905,UNC5B,0.846834958,-23.401688,POU2F1,0.845425541,-0.27032185,MTHFD1,0.567480432,-0.7288813,ADGRL1,0.935381997,-0.7147112,FAM219B,0.939421112,-0.17623541,THAP8,0.730363285,0.8512328,OGFOD2,0.501398984,0.8215646
ABCG1,0.839906313,0.010749493,MZB1,0.660282101,-0.09718571,GTF3C4,0.846834958,-0.88023436,GPR146,0.845361654,-23.675323,METTL8,0.567448959,-0.8434525,FRY,0.935381997,-1.1151106,BMP2K,0.939227449,-0.5588517,SVIL,0.730447188,0.564079,SUFU,0.501478906,1.4265915
MCMBP,0.839690046,0.03722784,RRM2B,0.660196073,-1.316912,LRTOMT,0.846834958,-23.402866,SCARA3,0.845361654,-23.599245,HERC5,0.567417486,-0.9057595,SEZ6,0.935381997,-0.6348985,PIGU,0.939227449,-0.0892261,SLC12A6,0.730489141,0.062109772,ZNF250,0.501505548,1.85694
MEGF9,0.839690046,-0.19289893,WDR25,0.659852003,-1.3008696,NOTCH3,0.846834958,-23.425009,CIT,0.845361654,-22.931438,SUPT7L,0.567260137,-0.69394094,SLC6A16,0.935381997,-1.1039591,PACS2,0.939188716,-0.38193655,ZNF649,0.730489141,0.61472774,NPEPL1,0.501612124,0.7314359
FBLN2,0.839641988,-1.3636326,HAUS6,0.659778283,-0.15189779,ANKS1B,0.846834958,-23.224504,TINAGL1,0.845361654,-23.533527,WRAP53,0.567244403,-25.078596,S100Z,0.935344379,-22.48952,ZNF335,0.93907252,-0.063555375,B4GALT4,0.730552072,-0.08274221,NSMF,0.501692064,1.2534466
HACE1,0.839593931,-1.3316028,COQ9,0.659741424,-0.16415413,TSPAN9,0.846834958,-23.631407,APELA,0.845361654,-23.23278,SIRT1,0.567244403,-25.383204,PENK,0.935344379,-22.0891,ZNF587,0.93907252,-0.34840998,SLC25A28,0.730824791,0.6988363,TMEM121,0.501851963,1.2495463
MARCO,0.839581917,-0.5389615,CUL4B,0.65932375,-0.69692874,RRAGD,0.846834958,-23.326458,LRFN1,0.845361654,-23.598,PAM,0.56722867,-0.25683516,INHA,0.935344379,-22.092455,LIN7B,0.938956326,-0.26301342,CXXC5,0.730866751,-0.001714797,C3orf33,0.502065205,1.6368746
EPDR1,0.839569903,-1.3985668,RAD51AP1,0.659311467,-1.5226555,AGAP4,0.846834958,-23.402796,IL1B,0.845361654,-23.457024,IRS2,0.567150005,-1.5774423,TSPAN10,0.935344379,-22.711016,LAP3,0.938956326,-0.003228153,TNFRSF10B,0.731118528,0.40271315,C16orf70,0.502118523,1.6691817
SMYD2,0.839521846,0.00905277,SWSAP1,0.659286902,-0.72121996,CD109,0.846834958,-23.490486,CDC42BPB,0.845361654,-23.450657,RAB3GAP2,0.567024152,-0.39255154,ALS2CL,0.935344379,-22.705074,EED,0.938898229,-0.06516831,AKAP8L,0.73120246,-0.03194647,PLK2,0.502171844,1.3128477
RND1,0.839497818,-1.4700707,TXNRD1,0.659188643,-0.14307794,TBC1D20,0.846760588,-0.029105326,CLEC7A,0.845361654,-0.6609546,DUOX1,0.567008422,-1.4890867,CMBL,0.935344379,-22.52554,KLHDC7B,0.938646479,-0.15199983,TTC31,0.731475261,0.19590583,LOXL1,0.502225167,1.1095575
ZNF805,0.839497818,-1.5249453,DGCR6L,0.659016705,0.03798233,SOD2,0.846701093,0.04211448,MDFI,0.845361654,-23.68903,SLC35C2,0.566898313,-0.10609927,SLC16A5,0.935344379,-22.657627,ATP6V1H,0.938414101,-0.121966906,EPHA4,0.731496247,0.64186585,PAXIP1,0.502385157,1.0078014
ZNF746,0.839461777,-0.39097688,WDR34,0.659004424,-0.5901323,NDC1,0.846656472,-0.5861996,STAC2,0.845361654,-23.597359,TMEM41B,0.566788215,-0.6538736,CDC25A,0.935344379,-21.114557,RHBDD3,0.938414101,-0.11873352,CCNB2,0.731580193,1.0535166,GCA,0.502438493,0.08005023
INO80,0.839425735,0.030228592,HOOK2,0.658992143,-0.24180016,UBAC1,0.846656472,-0.12780945,CLPB,0.845361654,-23.482323,HLA-DMB,0.566285038,-0.19240375,SOX9,0.935344379,-22.677437,PM20D2,0.937871904,-0.22496706,SCCPDH,0.732293867,-0.04438829,ARMC10,0.502545173,-0.20830886
ALYREF,0.839389694,-0.40901983,TTC39B,0.658967583,-0.10120328,ALG11,0.846626726,-0.8556268,CHEK2,0.845361654,-23.24118,ANKRD54,0.566237877,-0.82704365,ZNF596,0.935344379,-22.50289,TUSC3,0.937833177,-0.22384201,LYRM4,0.732356849,-0.19604602,MTX3,0.502625192,0.8502641
MLYCD,0.839389694,-0.0671604,VRK3,0.658758831,0.0510091,PUS10,0.846537487,-0.41419744,ABHD17C,0.845361654,-23.549374,ZHX1,0.566206436,-1.1435001,TSPYL5,0.935344379,-22.666912,SLC12A2,0.937833177,-0.39298648,DCUN1D4,0.732377844,0.28817895,ARID3B,0.5029987,0.6922837
PSME1,0.839377681,-0.006497554,RELA,0.658586937,0.042278334,ZNF100,0.846507741,-0.81880975,ROM1,0.845361654,-23.583757,ARID3B,0.566002096,-2.4022462,ENTPD7,0.935344379,-22.24908,DLG1,0.937775087,-0.08063658,PAN3,0.732797776,-0.11692368,KLHDC10,0.503158819,0.23578413
SLC6A16,0.8393056,-1.5890768,ECD,0.658439614,-0.25638935,ABHD8,0.846448249,-0.8825331,DIP2C,0.845361654,-23.503437,HAT1,0.565703508,0.011517036,SNPH,0.935344379,-22.60484,APP,0.937755723,-0.07457732,FCRL3,0.733007772,0.3100789,FAM199X,0.503265581,-0.14757091
TMLHE,0.83926956,-0.6281241,THOC6,0.658415062,-0.06889759,ZNF564,0.846388759,-0.9312917,KIF18A,0.845361654,-23.134983,UBXN11,0.565624945,-0.41265586,SHF,0.935344379,-22.704086,ABCA5,0.937581454,-0.15083428,MCOLN2,0.733154782,0.094153635,USP11,0.503292273,0.05069285
NOP9,0.839197482,-0.5519108,MMD,0.658071365,-0.32000872,MRPS2,0.846344142,-0.001639515,AFMID,0.845361654,-23.46923,DNAJC19,0.565562098,0.035521787,LAMA2,0.935344379,-22.532745,CCDC17,0.937523365,-22.489548,ATPAF2,0.733259794,0.025157467,RBM43,0.503559237,1.2112502
PDCD7,0.839185469,-0.2214623,WDR3,0.658009999,-0.8210285,RDH10,0.84632927,-0.8544166,LBP,0.845361654,-23.055979,KCNK6,0.565546387,-0.4826093,TPSAB1,0.935344379,-23.019514,INHA,0.937523365,-22.084457,ITFG2,0.733385816,-0.19147308,TRMT10B,0.503772861,-0.24627161
GALNT7,0.839137417,-0.33469608,TRAF4,0.657985452,-0.8282459,ARID3A,0.84632927,-0.31126747,KIF15,0.845361654,-22.800106,FOXK1,0.565404996,-0.5567104,HES2,0.935344379,-22.49838,TLR6,0.937523365,-22.62548,KATNB1,0.733553856,0.16124815,SOCS5,0.504467471,1.4374361
ACOT2,0.839053329,-0.60348636,MUTYH,0.657850456,-0.34134486,MOCS3,0.846299525,-0.9075641,ZNF584,0.845265826,-0.757676,GFPT1,0.565169382,-1.3918372,HBD,0.935344379,-22.962038,CLGN,0.937523365,-22.650995,TIGAR,0.733931993,0.24820502,EPS8L1,0.504467471,1.2316412
